text,labels_text
"as a user , you agree that you use the service and any content thereon at your own risk . 
",Other
"you are solely responsible for all content you upload to the service . 
",Other
"the company parties do not warrant that the service will operate error free , or that the service and any content thereon ( including gifts ) are free of computer viruses or similar contamination or destructive features . 
",Other
"if your use of the service or any content thereon results in the need for servicing or replacing equipment or data , no company party will be responsible for those costs . 
",Other
"the service and all content thereon ( including gifts ) are provided on an `` as is '' and `` as available '' basis without any warranties of any kind . 
",Other
"accordingly , the company parties disclaim all warranties , including , but not limited to , the warranties of title , merchantability , non-infringement of third parties rights , and fitness for particular purpose . 
",Other
"in no event will any company party be liable for any special , indirect , punitive , incidental or consequential damages , lost profits , or damages resulting from lost data or business interruption resulting from , or in connection with , the use or inability to use the service and any content thereon , whether based on warranty , contract , tort ( including negligence ) , or any other legal theory , even if such company party has been advised of the possibility of such damages . 
",Limitation of liability
"the company 's liability , and the liability of any other company parties , to you or any third parties in any circumstance is limited to the greater of the fees you have paid us for any gifts and u.s. $ 100 . 
",Limitation of liability
"to the fullest extent permitted by law , any dispute you have with any third party arising out of your use of the service , including , by way of example and not limitation , any carrier , copyright owner or other user , is directly between you and such third party , and you irrevocably release the company parties from any and all claims , demands and damages ( actual and consequential ) of every kind and nature , known and unknown , arising out of or in any way connected with such disputes . 
",Other
"to the fullest extent permitted by law , you agree to defend , indemnify , and hold harmless the company parties from and against any claims , actions or demands , including , without limitation , reasonable legal and accounting fees , arising or resulting from ( i ) your breach of this eula ; ( ii ) your access to , use or misuse of the company content or the service ; or ( iii ) your user content . 
",Other
"the company will provide notice to you of any such claim , suit , or proceeding . 
",Other
"the company reserves the right to assume the exclusive defense and control of any matter which is subject to indemnification under this section if the company believes that you are unwilling or incapable of defending the company 's interests . 
",Other
"in such case , you agree to cooperate with any reasonable requests assisting the company 's defense of such matter at your expense . 
",Other
"term and termination of the eula . 
",Other
"as between you and the company , the term of this eula commences as of your first use of the service and continues until the termination of this eula by either you or the company . 
",Other
"you may terminate this eula by sending written notification to the company at privacy@musical.ly , deleting the apps from your mobile devices , and terminating all other uses of the service . 
",Other
"if you wish to delete any of your user content from the service , then you may be able to do so using the permitted functionalities of the apps , but the removal or deletion of such user content will not terminate this eula . 
",Other
"the company reserves the right , in its sole discretion , to restrict , suspend , or terminate this eula and your access to all or any part of the service at any time without prior notice or liability if you breach any provision of this eula or violate the rights of any third party copyright owner of musical works or sound recordings . 
","Limitation of liability, Unilateral termination"
"the company may further terminate this eula for any other reason upon ten ( 10 ) days ' notice to you using the email address associated with your account credentials . 
",Unilateral termination
"the company reserves the right to change , suspend , or discontinue all or any part of the service at any time without prior notice or liability . 
","Limitation of liability, Unilateral change, Unilateral termination"
"b , 2.c , 3 . 
",Other
"d , 4-5 , and 7-19 will survive the termination of this eula indefinitely . 
",Other
"by using the service , you consent to receiving certain electronic communications from us as further described in the privacy policy . 
",Other
"please read the privacy policy to learn more about your choices regarding our electronic communications practices . 
",Other
"you agree that any notices , agreements , disclosures , or other communications that we send to you electronically will satisfy any legal communication requirements , including that such communications be in writing . 
",Other
"this eula is governed by the internal substantive laws of the state of california without respect to its conflict of laws provisions . 
",Choice of law
"you expressly agree to submit to the exclusive personal jurisdiction of the state and federal courts sitting in san francisco county , california . 
",Jurisdiction
"you agree that no joint venture , partnership , employment , or agency relationship exists between you and the company as a result of this eula or use of the service . 
",Other
"you further acknowledge that by submitting user content , no confidential , fiduciary , contractually implied or other relationship is created between you and the company other than pursuant to this eula . 
",Other
"if any provision of this eula is found to be invalid by any court having competent jurisdiction , the invalidity of such provision will not affect the validity of the remaining provisions of this eula , which will remain in full force and effect . 
",Other
"failure of the company to act on or enforce any provision of this eula will not be construed as a waiver of that provision or any other provision in this eula . 
",Other
"no waiver will be effective against the company unless made in writing , and no such waiver will be construed as a waiver in any other or subsequent instance . 
",Other
"except as expressly agreed by the company and you , this eula constitutes the entire agreement between you and the company with respect to the subject matter hereof , and supersedes all previous or contemporaneous agreements , whether written or oral , between the parties with respect to the subject matter herein . 
",Other
"the section headings are provided merely for convenience and will not be given any legal import . 
",Other
"this eula will inure to the benefit of our successors and assigns . 
",Other
"y ou may not assign this eula or any of the rights or licenses granted hereunder , directly or indirectly , including by sale , merger , change of control , operation of law or otherwise , without the prior express written consent of the company . 
",Other
"this means that in the event you dispose of any device on which you have installed any app , such as by sale or gift , you are responsible for deleting any such app ( s ) from your mobile device prior to such disposition . 
",Other
"the company may assign this eula , including all its rights hereunder , without restriction . 
",Other
"contact us.if you would like to contact us in connection with your use of the service , then please refer to the contact information below : by mail at musical.ly , inc. , 2461 santa monica blvd , p.o. box # 344 , santa monica , ca 90404 , and by email at privacy@musical.ly . 
",Other
"the apps contain certain open source software . 
",Other
"each item of open source software is subject to its own applicable license terms , which can be found at http://musical.ly/opensource.html . 
",Other
"you acknowledge that this eula is between you and the company only , not with apple , and apple is not responsible for the apps or the content thereof . 
",Other
"apple has no obligation whatsoever to furnish any maintenance and support services with respect to the apps . 
",Other
"in the event of any failure of the apps to conform to any applicable warranty , then you may notify apple and apple will refund the purchase price for the relevant apps to you ; and , to the maximum extent permitted by applicable law , apple has no other warranty obligation whatsoever with respect to the apps . 
",Other
"apple is not responsible for addressing any claims by you or any third party relating to the apps or your possession and/or use of the apps , including , but not limited to : ( i ) product liability claims ; ( ii ) any claim that the apps fail to conform to any applicable legal or regulatory requirement ; and ( iii ) claims arising under consumer protection or similar legislation . 
",Other
"apple is not responsible for the investigation , defense , settlement and discharge of any third party claim that the apps or your possession and use of the apps infringe that third party 's intellectual property rights . 
",Other
"you agree to comply with any applicable third party terms , when using the apps . 
",Other
"apple , and apple 's subsidiaries , are third party beneficiaries of this eula , and upon your acceptance of this eula , apple will have the right ( and will be deemed to have accepted the right ) to enforce this eula against you as a third party beneficiary of this eula . 
",Other
"you hereby represent and warrant that ( i ) you are not located in a country that is subject to a u.s. government embargo , or that has been designated by the u.s. government as a `` terrorist supporting '' country ; and ( ii ) you are not listed on any u.s. government list of prohibited or restricted parties . 
",Other
"if the company provides a translation of the english language version of this eula , the translation is provided solely for convenience , and the english version will prevail . 
",Other
"• terms and conditions of use 
",Other
"spotify terms and conditions of use 
",Other
"effective as of 1 november 2016 
",Other
"9 infringement and reporting user content 
",Other
"15 payments , cancellations , and cooling off 
",Other
"24 choice of law , mandatory arbitration and venue 
",Other
"hello , and welcome to our terms and conditions of use . 
",Other
"this is important and affects your legal rights , so please read them and our privacy policy and other terms referenced in this document carefully . 
",Other
"we hope you 're sitting comfortably and listening to some great music . 
",Other
"thanks for choosing spotify ( `` spotify '' , `` we '' , `` us '' , `` our '' ) . 
",Other
"by signing up or otherwise using the spotify service , websites , and software applications ( together , the `` spotify service '' or `` service '' ) , or accessing any content or material that is made available by spotify through the service ( the `` content '' ) you are entering into a binding contract with the spotify entity indicated at the bottom of this document . 
",Contract by using
"the spotify service also includes the spotify support community as further described in the spotify support community section . 
",Other
"the spotify service includes social and interactive features . 
",Other
"use of the spotify service relies on several technical requirements . 
",Other
"your agreement with us includes these terms and conditions of use ( `` terms '' ) and our privacy policy . 
",Other
"( the terms , privacy policy , and any additional terms that you agree to , as discussed in the entire agreement section , are referred to together as the `` agreements '' . ) 
",Other
"if you wish to review the terms of the agreements , the effective version of the agreements can be found on spotify 's website . 
",Other
"you acknowledge that you have read and understood the agreements , accept these agreements , and agree to be bound by them . 
",Other
"if you do n't agree with ( or can not comply with ) the agreements , then you may not use the spotify service or consume any content . 
",Other
"please read the agreements carefully . 
",Other
"they cover important information about spotify services provided to you and any charges , taxes , and fees we bill you . 
",Other
"the agreements include information about future changes to the agreements , export controls , automatic renewals , limitations of liability , privacy information , a class action waiver , and resolution of disputes by arbitration instead of in court . 
",Other
"any information that you provided during sign-up can be corrected during the sign-up process by returning to the previous screens and correcting erroneous information . 
",Other
"in order to use the spotify service and access the content , you need to ( 1 ) be 18 or older , or be 13 or older and have your parent or guardian 's consent to the agreements ( except as set forth in the chart below ) , ( 2 ) have the power to enter a binding contract with us and not be barred from doing so under any applicable laws , and ( 3 ) be resident in a country where the service is available . 
",Other
"you also promise that any registration information that you submit to spotify is true , accurate , and complete , and you agree to keep it that way at all times . 
",Other
"if you are a resident of one of the following countries , reference this chart for your country-specific age restrictions : 
",Other
"chile , ecuador , paraguay , peru must be 18 or older , or be 15 or older and have parent or guardian consent . 
",Other
"brazil must be 18 or older , or be 16 or older and have parent or guardian consent . 
",Other
"nicaragua , taiwan must be 20 or older , or be 13 or older and have parent or guardian consent . 
",Other
"bulgaria , hungary , germany must be 18 or older , or be 14 or older and have parent or guardian consent . 
",Other
"italy must be 13 or older to use free service . 
",Other
"to register for a paid subscription , you must be 18 or older , or be 13 or older and have parent or guardian consent ( your parents/guardians will enter into contract on behalf of you ) . 
",Other
"malaysia must be 18 or older , or if 13 to 18 , parent or guardian consent is required , and guardian enters into agreement . 
",Other
"lithuania must be 13 or older to use service . 
",Other
"for paid subscriptions , you must be 18 or older , or be 14 or older with parent or guardian consent . 
",Other
"if you are 13 to 18 , guardian enters into agreement . 
",Other
"canada must be 13 or older to use service . 
",Other
"for paid subscriptions , you must be age of majority in your province or territory of residence , or 13 or older with parent or guardian consent . 
",Other
"spain must be 14 or older to use free service . 
",Other
"to register for a paid subscription , you must be 18 or older , or be 14 or older and have parent or guardian consent ( your parents/guardians will enter into contract on behalf of you ) . 
",Other
"occasionally we may , in our discretion , make changes to the agreements . 
",Unilateral change
"when we make material changes to the agreements , we 'll provide you with prominent notice as appropriate under the circumstances , e.g. , by displaying a prominent notice within the service or by sending you an email . 
",Other
"in some cases , we will notify you in advance , and your continued use of the service after the changes have been made will constitute your acceptance of the changes . 
",Contract by using
"please therefore make sure you read any such notice carefully . 
",Other
"if you do not wish to continue using the service under the new version of the agreements , you may terminate the agreements by contacting us through the customer service contact form . 
",Other
"here 's some information about all the ways you can enjoy spotify . 
",Other
"3.1 our services & paid subscriptions 
",Other
"spotify provides streaming services offering a selection of music and other content . 
",Other
"certain spotify services are provided to you free-of-charge . 
",Other
"other spotify services require payment before you can access them . 
",Other
"the spotify services that may be accessed after payment are currently referred to as the `` premium service '' and the `` unlimited service '' ( together , the `` paid subscriptions '' ) . 
",Other
"the spotify service that does not require payment is currently referred to as the `` free service '' . 
",Other
"you can learn more about our services by visiting our website . 
",Other
"the unlimited service may not be available to all users . 
",Other
"we will explain which services are available to you when you are signing up for the services . 
",Other
"if you cancel your subscription to the unlimited service , or if your subscription to the unlimited service is interrupted ( for example , if you change your payment details ) , you may not be able to re-subscribe for the unlimited service . 
",Other
"note that the unlimited service may be discontinued in the future , in which case you will no longer be charged for the service . 
",Other
"if you reside in turkey , your access to the free service may be limited to a fixed amount of listening hours per month . 
",Other
"3.2 codes and other pre-paid offers 
",Other
"if you have purchased or received a code , gift card , pre-paid offer or other offer provided or sold by or on behalf of spotify for access to a paid subscription ( `` code '' ) , separate terms and conditions presented to you along with the code may also apply to your access to the service and you agree to comply with any such terms and conditions . 
",Other
"from time to time , we or others on our behalf may offer trials of paid subscriptions for a specified period without payment or at a reduced rate ( a `` trial '' ) . 
",Other
"spotify reserves the right , in its absolute discretion , to determine your eligibility for a trial , and , subject to applicable laws , to withdraw or to modify a trial at any time without prior notice and with no liability , to the greatest extent permitted under the law . 
","Limitation of liability, Unilateral change, Unilateral termination"
"for some trials , we 'll require you to provide your payment details to start the trial . 
",Other
"at the end of such trials , we may automatically start to charge you for the applicable paid subscription on the first day following the end of the trial , on a recurring monthly basis . 
",Other
"by providing your payment details in conjunction with the trial , you agree to this charge using such payment details . 
",Other
"if you do not want this charge , you must cancel the applicable paid subscription through your spotify account 's subscription page or terminate your spotify account before the end of the trial . 
",Other
"if you do not want to continue to be charged on a recurring monthly basis , you must cancel the applicable paid subscription through your spotify account 's subscription page or terminate your spotify account before the end of the recurring monthly period . 
",Other
"paid subscriptions can not be terminated before the end of the period for which you have already paid , and except as expressly provided in these terms , spotify will not refund any fees that you have already paid . 
",Other
"the limitation section sets forth additional terms regarding cancellation of your paid subscription . 
",Other
"the spotify service and the content are the property of spotify or spotify 's licensors . 
",Other
"we grant you a limited , non-exclusive , revocable licence to make use of the spotify service , and a limited , non-exclusive , revocable licence to make personal , non-commercial , entertainment use of the content ( the `` licence '' ) . 
",Other
"this licence shall remain in effect until and unless terminated by you or spotify . 
",Other
"you promise and agree that you are using the content for your own personal , non-commercial , entertainment use and that you will not redistribute or transfer the spotify service or the content . 
",Other
"the spotify software applications and the content are licensed , not sold , to you , and spotify and its licensors retain ownership of all copies of the spotify software applications and content even after installation on your personal computers , mobile handsets , tablets , and/or other relevant devices ( `` devices '' ) . 
",Other
"all spotify trademarks , service marks , trade names , logos , domain names , and any other features of the spotify brand ( `` spotify brand features '' ) are the sole property of spotify or its licensors . 
",Other
"the agreements do not grant you any rights to use any spotify brand features whether for commercial or non-commercial use . 
",Other
"you agree to abide by our user guidelines and not to use the spotify service , the content , or any part thereof in any manner not expressly permitted by the agreements . 
",Other
"except for the rights expressly granted to you in these agreements , spotify grants no right , title , or interest to you in the spotify service or content . 
",Other
"third party software ( for example , open source software libraries ) included in the spotify service are licensed to you either under the agreements or under the relevant third party software library 's licence terms as published in the help or settings section of our desktop and mobile client and/or on our website . 
",Other
"the spotify service is integrated with third party applications , websites , and services ( `` third party applications '' ) to make available content , products , and/or services to you . 
",Other
"these third party applications may have their own terms and conditions of use and privacy policies and your use of these third party applications will be governed by and subject to such terms and conditions and privacy policies . 
",Other
"you understand and agree that spotify does not endorse and is not responsible or liable for the behavior , features , or content of any third party application or for any transaction you may enter into with the provider of any such third party applications . 
",Other
"spotify users may post , upload , and/or contribute ( `` post '' ) content to the service ( which may include , for example , pictures , text , messages , information , playlist compilations , and/or other types of content ) ( `` user content '' ) . 
",Other
"for the avoidance of doubt , `` user content '' includes any such content posted to the spotify support community as well as any other part of the spotify service . 
",Other
"you promise that , with respect to any user content you post on spotify , ( 1 ) you have the right to post such user content , and ( 2 ) such user content , or its use by spotify as contemplated by the agreements , does not violate the agreements , applicable law , or the intellectual property ( including without limitation copyright ) , publicity , personality , or other rights of others or imply any affiliation with or endorsement of you or your user content by spotify or any artist , band , label , entity or individual without express written consent from such individual or entity . 
",Other
"spotify may , but has no obligation to , monitor , review , or edit user content . 
",Other
"in all cases , spotify reserves the right to remove or disable access to any user content for any or no reason , including but not limited to , user content that , in spotify 's sole discretion , violates the agreements . 
",Content removal
"spotify may take these actions without prior notification to you or any third party . 
",Other
"removal or disabling of access to user content shall be at our sole discretion , and we do not promise to remove or disable access to any specific user content . 
",Other
"you are solely responsible for all user content that you post . 
",Other
"spotify is not responsible for user content nor does it endorse any opinion contained in any user content . 
",Other
"you agree that if anyone brings a claim against spotify related to user content that you post , then , to the extent permissible under local law , you will indemnify and hold spotify harmless from and against all damages , losses , and expenses of any kind ( including reasonable attorney fees and costs ) arising out of such claim . 
",Other
"in consideration for the rights granted to you under the agreements , you grant us the right ( 1 ) to allow the spotify service to use the processor , bandwidth , and storage hardware on your device in order to facilitate the operation of the service , ( 2 ) to provide advertising and other information to you , and ( 3 ) to allow our business partners to do the same . 
",Other
"in any part of the spotify service , the content you view , including its selection and placement , may be influenced by commercial considerations , including agreements with third parties . 
",Other
"some content licensed or provided to spotify ( e.g. podcasts ) may contain advertising as part of the content . 
",Other
"in such cases , spotify will make such content available to you unmodified . 
",Other
"if you provide feedback , ideas or suggestions to spotify in connection with the spotify service or content ( `` feedback '' ) , you acknowledge that the feedback is not confidential and you authorize spotify to use that feedback without restriction and without payment to you . 
",Other
"feedback is considered a type of user content . 
",Other
"you grant spotify a non-exclusive , transferable , sub-licensable , royalty-free , perpetual ( or , in jurisdictions where this is not permitted , for a term equal to the duration of the agreements plus twenty ( 20 ) years ) , irrevocable , fully paid , worldwide licence to use , reproduce , make available to the public ( e.g. perform or display ) , publish , translate , modify , create derivative works from , and distribute any of your user content in connection with the service through any medium , whether alone or in combination with other content or materials , in any manner and by any means , method or technology , whether now known or hereafter created . 
",Other
"aside from the rights specifically granted herein , you retain ownership of all rights , including intellectual property rights , in the user content . 
",Other
"where applicable and permitted under applicable law , you also agree to waive any `` moral rights '' ( or the equivalent under applicable law ) such as your right to be identified as the author of any user content , including feedback , and your right to object to derogatory treatment of such user content . 
",Other
"spotify respects intellectual property rights and expects you to do the same . 
",Other
"we 've established a few ground rules for you to follow when using the service , to make sure spotify stays enjoyable for everyone . 
",Other
"please follow these rules and encourage other users to do the same . 
",Other
"the following is not permitted for any reason whatsoever : 
",Other
"• copying , redistributing , reproducing , `` ripping '' , recording , transferring , performing or displaying to the public , broadcasting , or making available to the public any part of the spotify service or the content , or otherwise making any use of the spotify service or the content which is not expressly permitted under the agreements or applicable law or which otherwise infringes the intellectual property rights ( such as copyright ) in the spotify service or the content or any part of it ; 
",Other
"• using the spotify service to import or copy any local files you do not have the legal right to import or copy in this way ; 
",Other
"• transferring copies of cached content from an authorized device to any other device via any means ; 
",Other
"• reverse-engineering , decompiling , disassembling , modifying , or creating derivative works based on the spotify service , content or any part thereof unless permitted by applicable law ; 
",Other
"• circumventing any technology used by spotify , its licensors , or any third party to protect the content or the service ; 
",Other
"• selling , renting , sublicensing or leasing of any part of the spotify service or the content ; 
",Other
"• circumventing any territorial restrictions applied by spotify or it licensors ; 
",Other
"• artificially increasing play count or otherwise manipulating the services by using a script or other automated process ; 
",Other
"• removing or altering any copyright , trademark , or other intellectual property notices contained on or provided through the spotify service ( including for the purpose of disguising or changing any indications of the ownership or source of any content ) ; 
",Other
"• providing your password to any other person or using any other person 's username and password ; 
",Other
"• `` crawling '' the spotify service or otherwise using any automated means ( including bots , scrapers , and spiders ) to collect information from spotify ; or 
",Other
"• selling a user account or playlist , or otherwise accepting any compensation , financial or otherwise , to influence the name of an account or playlist or the content included on an account or playlist . 
",Other
"please respect spotify , the owners of the content , and other users of the spotify service . 
",Other
"do n't engage in any activity , post any user content , or register and/or use a username , which is or includes material that : 
",Other
"• is offensive , abusive , defamatory , pornographic , threatening , or obscene ; 
",Other
"• is illegal , or intended to promote or commit an illegal act of any kind , including but not limited to violations of intellectual property rights , privacy rights , or proprietary rights of spotify or a third party ; 
",Other
"• includes your password or purposely includes any other user 's password or purposely includes personal data of third parties or is intended to solicit such personal data ; 
",Other
"• includes malicious content such as malware , trojan horses , or viruses , or otherwise interferes with any user 's access to the service ; 
",Other
"• is intended to or does harass or bully other users ; 
",Other
"• impersonates or misrepresents your affiliation with another user , person , or entity , or is otherwise fraudulent , false , deceptive , or misleading ; 
",Other
"• uses automated means to artificially promote content ; 
",Other
"• involves the transmission of unsolicited mass mailings or other forms of spam ( `` spam '' ) , junk mail , chain letters , or similar , including through the spotify inbox ; 
",Other
"• involves commercial or sales activities , such as advertising , promotions , contests , sweepstakes , or pyramid schemes , that are not expressly authorized by spotify ; 
",Other
"• links to , references , or otherwise promotes commercial products or services , except as expressly authorized by spotify ; 
",Other
"• interferes with or in any way disrupts the spotify service , tampers with , breaches , or attempts to probe , scan , or test for vulnerabilities in the service or spotify 's computer systems , network , usage rules , or any of spotify 's security components , authentication measures or any other protection measures applicable to the service , the content or any part thereof ; or 
",Other
"• conflicts with the agreements , as determined by spotify . 
",Other
"you acknowledge and agree that posting any such user content may result in immediate termination or suspension of your spotify account . 
",Unilateral termination
"you also agree that spotify may also reclaim your username for any reason . 
",Content removal
"please be thoughtful about how you use the spotify service and what you share . 
",Other
"the spotify service includes social and interactive features , including the ability to post user content , share content , and make certain information about you public . 
",Other
"remember that shared or publicly available information may be used and re-shared by other users on spotify or across the web , so please use spotify carefully and be mindful of your account settings . 
",Other
"spotify has no responsibility for your choices to post material on the service . 
",Other
"your password protects your user account , and you are solely responsible for keeping your password confidential and secure . 
",Other
"you understand that you are responsible for all use of your username and password on the service . 
",Other
"if your username or password is lost or stolen , or if you believe there has been unauthorized access to your account by third parties , please notify us immediately and change your password as soon as possible . 
",Other
"9 infringement and reporting user content 
",Other
"spotify respects the rights of intellectual property owners . 
",Other
"if you believe that any content infringes your intellectual property rights or other rights , see spotify 's copyright policy . 
",Other
"if spotify is notified by a copyright holder that any content infringes a copyright , spotify may in its absolute discretion take actions without prior notification to the provider of that content . 
",Other
"if the provider believes that the content is not infringing , the provider may submit a counter-notification to spotify with a request to restore the removed content . 
",Other
"if you believe that any content does not comply with the user guidelines , please fill out our notice form . 
",Other
"spotify will make reasonable efforts to keep the spotify service operational . 
",Other
"however , certain technical difficulties or maintenance may , from time to time , result in temporary interruptions . 
",Other
"to the extent permissible under applicable law , spotify reserves the right , periodically and at any time , to modify or discontinue , temporarily or permanently , functions and features of the spotify service , with or without notice , all without liability to you , except where prohibited by law , for any interruption , modification , or discontinuation of the spotify service or any function or feature thereof . 
","Limitation of liability, Unilateral change, Unilateral termination"
"notwithstanding the foregoing , if you have prepaid fees for paid subscriptions that spotify permanently discontinues prior to the end of the pre-paid period ( defined in the payments , cancellations , and cooling off section ) , spotify will refund you the prepaid fees for the pre-paid period after such discontinuation . 
",Other
"you understand , agree , and accept that spotify has no obligation to maintain , support , upgrade , or update the service , or to provide all or any specific content through the service . 
",Other
"this section will be enforced to the extent permissible by applicable law . 
",Other
"spotify and/or the owners of any content may , from time to time , remove any such content without notice to the extent permitted by applicable law . 
","Content removal, Unilateral change"
"if you establish a spotify account on behalf of a company , organization , entity , or brand ( a `` brand '' , and such account a `` brand account '' ) , the terms `` you '' and `` your '' , as used throughout the agreements , apply to both you and the brand , as applicable . 
",Other
"if you open a brand account , you represent and warrant that you are authorized to grant all permissions and licences provided in the agreements and to bind the brand to the agreements . 
",Other
"the brand may only follow users who first follow the brand ; and the brand may not take any action that implies an endorsement or relationship between the brand and the followed user , unless the brand has independently obtained the rights to imply such an endorsement . 
",Other
"upon spotify 's request , in its sole discretion , a brand must cease following a user . 
",Other
"the brand may not stream media . 
",Other
"the brand may only send messages to users who first send messages to the brand . 
",Other
"the brand may not create or share any spotify playlists , whether within the spotify service or elsewhere , that imply an endorsement or relationship between the brand and any artist or any other party , unless the brand has independently obtained the rights to imply such an endorsement . 
",Other
"brands may wish to consult spotify 's brand playlist guidelines . 
",Other
"the spotify support community is a place for discussions and exchange of information , tips , and other materials related to the spotify service . 
",Other
"in order to use the spotify support community , you must ( 1 ) have an existing spotify account ; and ( 2 ) authenticate your spotify account for use on the support community ( a `` spotify support account '' ) . 
",Other
"instructions for creating a spotify support account can be found on the community registration page . 
",Other
"in addition to the agreements , you also agree to adhere to the spotify support community guidelines that you will be presented with upon registration ( the `` support community guidelines '' ) when using the spotify support community . 
",Other
"if you do not agree to the agreements or the support community guidelines , you may not use the spotify support community . 
",Other
"by creating a spotify support account , you confirm that any registration information that you submit to spotify is true , accurate , and complete and that you will update such information in order to keep it current . 
",Other
"it is strictly prohibited to include information in your profile that suggests that you are a spotify employee or moderator or to otherwise pose as such an employee or moderator when using the spotify support community . 
",Other
"you also acknowledge and agree that spotify may remove or reclaim your username at any time if spotify in its absolute discretion considers such action appropriate . 
",Content removal
"no user content or other content posted by spotify employees , moderators and/or representatives on the spotify support community should be construed as official support provided by spotify . 
",Other
"for details regarding official support , see the section customer support . 
",Other
"any content provided or made available to you on the spotify support community by spotify employees , moderators , and/or representatives is provided on an `` as is '' basis without warranties of any kind . 
",Other
"you acknowledge that opinions expressed in user content on the spotify support community are those of contributors of such user content only and do not reflect the opinions or policies of spotify or any of its officers , shareholders , employees , agents , directors , subsidiaries , affiliates , suppliers , or licensors . 
",Other
"the spotify support community features a reward system whereby spotify , in its sole discretion , may reward users based on the amount of `` kudos '' received or quality of responses by a user . 
",Other
"you agree to only give kudos to other users ( and not to yourself ) and only when deserved , and to refrain from any attempts to manipulate the reward system , e.g. , by creating multiple accounts or artificial responses . 
",Other
"you acknowledge that spotify 's decision in respect of any reward shall be final and binding . 
",Other
"for customer support with account-related and payment-related questions ( `` customer support queries '' ) , please submit a ticket to our customer service department using the customer service contact form on the about us section of our website . 
",Other
"we will use reasonable endeavours to respond to all customer support queries within a reasonable time frame but we make no guarantees or warranties of any kind that any customer support queries will be responded to within any particular time frame and/or that we will be able to satisfactorily answer any such queries . 
",Other
"spotify 's products may be subject to u.s. export and re-export control laws and regulations or similar laws applicable in other jurisdictions , including the export administration regulations ( `` ear '' ) maintained by the u.s. department of commerce , trade and economic sanctions maintained by the treasury department 's office of foreign assets control ( `` ofac '' ) , and the international traffic in arms regulations ( `` itar '' ) maintained by the department of state . 
",Other
"you warrant that you are ( 1 ) not located in cuba , iran , north korea , sudan , or syria ; and ( 2 ) are not a denied party as specified in the regulations listed above . 
",Other
"you agree to comply with all applicable export and reexport control laws and regulations , including the ear , trade and economic sanctions maintained by ofac , and the itar . 
",Other
"specifically , you agree that you shall not -- directly or indirectly -- sell , export , reexport , transfer , divert , or otherwise dispose of any products , software , or technology ( including products derived from or based on such technology ) received from spotify under the agreements to any destination , entity , or person prohibited by any applicable laws or regulations of the united states or any other jurisdiction without obtaining prior authorization from the competent government authorities as required by those laws and regulations . 
",Other
"this export control clause shall survive termination or cancellation of the agreements . 
",Other
"15 payments , cancellations , and cooling off 
",Other
"paid subscriptions can be purchased directly from spotify or through a third party , such as a telephone company , either by ( 1 ) paying a monthly subscription fee ; or ( 2 ) pre-payment giving you access to the spotify service for a specific time period ( `` pre-paid period '' ) . 
",Other
"if you have purchased a paid subscription using a code , your paid subscription will automatically terminate at the end of the pre-paid period , or when there is an insufficient pre-paid balance to pay for the service . 
",Other
"when you register for a paid subscription , trial , or code online , you consent to get access to spotify premium immediately . 
",Other
"if you reside outside the united states and register for a paid subscription or code online , you may change your mind for any or no reason and receive a full refund of all monies paid within fourteen ( 14 ) days starting from the day you sign-up for the relevant service ( the `` cooling-off period '' ) . 
",Other
"refunds will not , however , be provided if you have accessed spotify at any time during the cooling-off period . 
",Other
"unless your paid subscription has been purchased as a pre-paid period , your payment to spotify will automatically renew at the end of the subscription period , unless you cancel your paid subscription through your subscription page before the end of the current subscription period . 
",Other
"the cancellation will take effect the day after the last day of the current subscription period , and you will be downgraded to the free service . 
",Other
"however , if you cancel your payment or paid subscription and/or terminate any of the agreements ( 1 ) after you have accessed spotify during the cooling-off period , or ( 2 ) after the cooling-off period is over ( where applicable ) , or ( 3 ) before the end of the current subscription period , we will not refund any subscription fees already paid to us . 
",Other
"the refund method will depend upon the payment method . 
",Other
"if you wish to receive a full refund of all monies paid before the cooling-off period is over , you must contact customer support . 
",Other
"if you have purchased your paid subscription through a third party , your subscription is also subject to the terms of your agreement with that third party ( in addition to these terms ) . 
",Other
"to cancel your subscription , you must cancel directly with that third party . 
",Other
"spotify may change the price for the paid subscriptions , pre-paid period ( for periods not yet paid for ) , or codes from time to time , and will communicate any price changes to you in advance and , if applicable , how to accept those changes . 
",Unilateral change
"price changes for paid subscriptions will take effect at the start of the next subscription period following the date of the price change . 
",Other
"as permitted by local law , you accept the new price by continuing to use the spotify service after the price change takes effect . 
",Other
"if you do not agree with the price changes , you have the right to reject the change by unsubscribing from the spotify service prior to the price change going into effect . 
",Other
"please therefore make sure you read any such notification of price changes carefully . 
",Other
"the agreements will continue to apply to you until terminated by either you or spotify . 
",Other
